episode,total_reward,actor_loss,critic_loss,consensus_rate,byzantine_detection_rate,false_positive_rate,avg_trust_score
604,-2040.0,0.21995639334376652,427.006103515625,0.555,0.01,0.394,0.37
605,-1426.0,0.21024490414908673,360.6832275390625,0.555,0.125,0.357,0.24571428571428575
606,-1365.0,0.1540190279759242,314.0829772949219,0.57,0.0225,0.398,0.6171428571428572
607,-2721.0,0.2623297843232909,493.7371520996094,0.71,0.2375,0.399,0.47571428571428587
608,-2315.0,0.17185550754376372,347.6667785644531,0.625,0.03,0.384,0.4914285714285715
609,-3035.0,0.22630730462385276,379.84722900390625,0.65,0.2125,0.324,0.5285714285714288
610,-480.0,0.2820441446762873,393.8167419433594,0.575,0.0275,0.284,0.6514285714285716
611,-2574.0,0.30921899022775634,250.10662841796875,0.67,0.035,0.441,0.332857142857143
612,-1350.0,0.2949854895440304,397.8230895996094,0.645,0.1275,0.355,0.13714285714285715
613,-1736.0,0.2709212892197164,291.4754943847656,0.825,0.1825,0.382,0.16285714285714287
614,-1448.0,0.26449884277930585,393.79144287109375,0.795,0.27,0.241,0.6128571428571429
615,-3066.0,0.23459648448104936,404.0600280761719,0.655,0.0275,0.363,0.25
616,-1303.0,0.2505313820604767,287.9028625488281,0.75,0.0075,0.473,0.46142857142857147
617,-391.0,0.32462703043347574,288.2527160644531,0.53,0.0725,0.373,0.5685714285714286
618,-1972.0,0.18516131177758716,446.8105773925781,0.675,0.1175,0.396,0.24285714285714294
619,-2433.0,0.19713051604256698,555.0340576171875,0.67,0.065,0.425,0.25999999999999995
620,-1428.0,0.253860108400009,247.9779052734375,0.725,0.145,0.438,0.4071428571428573
621,-2747.0,0.2343319197550175,442.5849914550781,0.555,0.0725,0.406,0.2528571428571429
622,-3426.0,0.21510873510383785,338.3317565917969,0.52,0.04,0.373,0.3528571428571428
623,-3098.0,0.2463893826991677,294.8614196777344,0.63,0.0675,0.451,0.44000000000000006
624,-2806.0,0.22059371413654713,292.67718505859375,0.585,0.0075,0.422,0.4842857142857144
625,-2406.0,0.25219260905578267,316.8517150878906,0.765,0.1075,0.419,0.5357142857142858
626,-2565.0,0.2653031636462921,422.9416809082031,0.525,0.0925,0.331,0.37000000000000005
627,-1769.0,0.26293207049041356,269.5033264160156,0.715,0.0475,0.41,0.33857142857142886
628,-2523.0,0.3157940395878021,272.5091857910156,0.715,0.17,0.33,0.1542857142857143
629,-172.0,0.23458223659274932,379.1136474609375,0.645,0.0525,0.283,0.23857142857142863
630,-2699.0,0.31609289169526683,326.65576171875,0.615,0.155,0.374,0.3985714285714286
631,-2911.0,0.33608636249612445,312.9080505371094,0.56,0.0075,0.374,0.62
632,-2008.0,0.3600031353713088,516.8999633789062,0.73,0.1325,0.392,0.12
633,-1291.0,0.3100883672637532,429.99578857421875,0.57,0.0175,0.329,0.5114285714285716
634,493.0,0.3743621447257673,342.8269348144531,0.72,0.19,0.292,0.24714285714285714
635,-1538.0,0.29655595897877773,336.7680969238281,0.575,0.0875,0.384,0.38428571428571434
636,-641.0,0.30569119499081615,424.7774963378906,0.605,0.0675,0.274,0.4485714285714287
637,916.0,0.28045127457776936,597.7778930664062,0.65,0.1175,0.272,0.35428571428571437
638,-498.0,0.3629384047718694,324.9710693359375,0.85,0.1975,0.33,0.6142857142857142
639,-2357.0,0.25059874226332923,472.0177917480469,0.695,0.1075,0.416,0.23142857142857154
640,-3911.0,0.24928075750852127,424.2669982910156,0.745,0.0825,0.383,0.2914285714285714
641,-2264.0,0.2749287902741863,327.7698669433594,0.6,0.0375,0.392,0.4100000000000001
642,-194.0,0.2312962360151037,427.6004943847656,0.51,0.0575,0.389,0.3757142857142857
643,-1673.0,0.24602054455720332,267.9430847167969,0.695,0.0375,0.445,0.5614285714285716
644,-1347.0,0.25881980050533976,568.6231079101562,0.625,0.07,0.322,0.5614285714285717
645,-1182.0,0.31263227256619885,383.81317138671875,0.805,0.115,0.46,0.26285714285714296
646,-1833.0,0.3120334327663191,337.5555725097656,0.595,0.0875,0.341,0.3871428571428572
647,-2823.0,0.36647723447614616,466.3559265136719,0.64,0.0175,0.365,0.5014285714285714
648,-2902.0,0.40713313552883584,351.9951477050781,0.685,0.04,0.401,0.25999999999999995
649,-2822.0,0.266421179047029,482.5645446777344,0.635,0.045,0.393,0.3685714285714286
650,-1814.0,0.3183610165675158,353.5362243652344,0.74,0.065,0.437,0.25285714285714284
651,-3248.0,0.3516201696805053,431.84588623046875,0.665,0.0675,0.372,0.2871428571428572
652,-2208.0,0.24342648956007906,283.0732727050781,0.775,0.0975,0.434,0.4614285714285716
653,-2328.0,0.3636826227936711,380.2136535644531,0.68,0.055,0.393,0.4928571428571429
654,-1724.0,0.31710542926261304,372.66412353515625,0.65,0.0675,0.369,0.4914285714285715
655,-3616.0,0.3539436619414898,419.114013671875,0.705,0.08,0.38,0.27285714285714285
656,-1435.0,0.15840275168739026,403.9612121582031,0.695,0.17,0.365,0.2342857142857143
657,-1448.0,0.3682024464308467,335.6269836425781,0.755,0.12,0.351,0.2542857142857143
658,-2521.0,0.5190765080478741,406.98931884765625,0.725,0.13,0.327,0.17
659,-1400.0,0.32710602176095044,414.47021484375,0.81,0.105,0.39,0.12428571428571432
660,-3269.0,0.5746384665840846,384.12408447265625,0.755,0.1425,0.348,0.2414285714285715
661,-3243.0,0.47264874715308125,316.7349548339844,0.835,0.2075,0.423,0.1928571428571429
662,-973.0,0.4360007996292552,479.7343444824219,0.495,0.04,0.332,0.5
663,-1317.0,0.46495235841419863,396.7174987792969,0.81,0.44,0.211,0.6114285714285714
664,-2852.0,0.45106373061571503,381.05450439453125,0.515,0.065,0.349,0.28571428571428575
665,-2343.0,0.3456654294807647,514.9794311523438,0.875,0.125,0.405,0.18
666,-936.0,0.5165163444778175,377.1635437011719,0.715,0.22,0.313,0.36428571428571427
667,-591.0,0.4848629930763439,349.50738525390625,0.85,0.13,0.397,0.23857142857142868
668,-2907.0,0.4181927863168572,418.05401611328125,0.725,0.04,0.383,0.21857142857142858
669,-1605.0,0.4543481172232922,432.99346923828125,0.725,0.0475,0.399,0.3742857142857143
670,-2722.0,0.575583565591452,404.94830322265625,0.725,0.0975,0.417,0.2742857142857143
671,-2660.0,0.4927504514208912,359.16064453125,0.58,0.0525,0.356,0.44857142857142857
672,-1665.0,0.6717052827547637,413.6766357421875,0.74,0.1775,0.289,0.49428571428571433
673,-3177.0,0.6537730306143723,346.9740905761719,0.59,0.09,0.345,0.5042857142857143
674,100.0,0.5820354040845684,340.9297180175781,0.755,0.2,0.309,0.6128571428571429
675,-1689.0,0.6080229508858922,363.1158142089844,0.55,0.0175,0.398,0.6185714285714285
676,-1474.0,0.7186415510306168,288.1233825683594,0.55,0.14,0.358,0.39142857142857146
677,-1931.0,0.45440876660151325,399.2835388183594,0.605,0.0575,0.364,0.39571428571428585
678,-2803.0,0.5211303340318929,472.43267822265625,0.76,0.1575,0.395,0.2542857142857143
679,-357.0,1.0194146353179738,496.615966796875,0.625,0.07,0.322,0.6042857142857144
680,-1150.0,0.5027562963914534,402.56036376953125,0.58,0.06,0.338,0.4128571428571432
681,-2108.0,0.8138240510564044,284.22967529296875,0.66,0.1025,0.413,0.4642857142857144
682,-887.0,0.6132879212018452,366.994873046875,0.78,0.0675,0.394,0.2157142857142858
683,-570.0,0.5715811853011213,375.1919860839844,0.6,0.0875,0.274,0.7385714285714285
684,-797.0,0.47174609508770765,475.19488525390625,0.58,0.0525,0.283,0.3828571428571429
685,-2083.0,0.6966608509083017,469.5306091308594,0.625,0.15,0.344,0.3000000000000001
686,114.0,0.6509747212611339,510.1875,0.605,0.0675,0.29,0.6185714285714284
687,-1166.0,1.0569651383401444,444.176513671875,0.59,0.0275,0.326,0.4914285714285715
688,-930.0,0.8633968175441363,387.4728698730469,0.575,0.0,0.456,0.4200000000000002
689,-907.0,0.54102163844956,374.8902587890625,0.7,0.0875,0.423,0.25285714285714284
690,-189.0,0.7468090097110169,477.26629638671875,0.61,0.09,0.274,0.562857142857143
691,92.0,0.8224162152037024,472.6379699707031,0.725,0.2725,0.239,0.61
692,-4012.0,0.7676708193918914,358.7767639160156,0.605,0.0,0.433,0.41857142857142854
693,-959.0,0.9439809470033131,415.3066101074219,0.575,0.035,0.367,0.3271428571428574
694,-2694.0,0.9771232648306197,305.2948913574219,0.61,0.0175,0.458,0.62
695,-2685.0,0.9480627229284957,331.5662536621094,0.66,0.025,0.392,0.6128571428571429
696,-3061.0,1.0394366605983774,423.0065002441406,0.53,0.03,0.378,0.3785714285714286
697,-464.0,1.1440633865698016,405.0115966796875,0.7,0.09,0.32,0.6385714285714288
698,-423.0,1.4672650695213503,484.4188232421875,0.835,0.395,0.197,0.6171428571428572
699,-398.0,1.3291126326559086,232.1195068359375,0.86,0.075,0.386,0.3642857142857143
700,-4303.0,0.615060389318387,387.27813720703125,0.77,0.1025,0.425,0.2485714285714286
701,-1392.0,0.6046960134104405,294.9842224121094,0.845,0.055,0.371,0.36714285714285716
702,-2514.0,0.8015204268423466,348.8008728027344,0.705,0.0875,0.434,0.5085714285714287
703,-690.0,1.7398682714296487,359.8847961425781,0.675,0.045,0.35,0.4742857142857143
704,-3210.0,1.1282103528459888,282.5124816894531,0.54,0.0025,0.45,0.36142857142857154
705,-3343.0,0.894553911033654,432.9693908691406,0.685,0.105,0.389,0.26142857142857145
706,-923.0,1.694683229360505,290.037109375,0.835,0.075,0.397,0.24714285714285714
707,-3239.0,1.223842745163503,308.4334716796875,0.67,0.06,0.377,0.2657142857142857
708,-2416.0,1.6610247265955747,251.51609802246094,0.575,0.0825,0.383,0.6100000000000001
709,-1684.0,1.1081697222206068,265.688720703125,0.57,0.05,0.35,0.5
710,-1510.0,0.7704326319419904,375.04315185546875,0.58,0.085,0.354,0.49285714285714294
711,-2135.0,2.343135204758645,462.4142761230469,0.77,0.185,0.333,0.27285714285714296
712,-967.0,1.4512640627056368,316.1981201171875,0.715,0.1175,0.436,0.48857142857142855
713,-1465.0,2.003862210335553,314.93695068359375,0.905,0.07,0.449,0.17285714285714288
714,-2054.0,2.388983144078208,355.1650085449219,0.545,0.0075,0.34,0.5971428571428573
715,-948.0,1.8510254209644958,383.96282958984375,0.69,0.175,0.224,0.6128571428571429
716,-2181.0,2.776277949759138,348.20697021484375,0.86,0.19,0.421,0.13714285714285715
717,-462.0,2.3060939284446897,381.2049560546875,0.655,0.1125,0.263,0.6114285714285714
718,-4407.0,2.498595202887892,367.02520751953125,0.66,0.11,0.336,0.28571428571428575
719,-3380.0,1.8943021760785217,394.4247741699219,0.695,0.0775,0.402,0.23571428571428577
720,-1052.0,3.4075164454310913,344.29010009765625,0.425,0.0025,0.444,0.3671428571428571
721,-3724.0,3.8802650111356343,340.2286376953125,0.75,0.3325,0.287,0.4928571428571428
722,-2240.0,4.351467729704901,345.67718505859375,0.68,0.135,0.336,0.3342857142857144
723,-3343.0,3.4694343539787433,302.5171813964844,0.635,0.035,0.368,0.32428571428571434
724,-4049.0,2.918580144196572,299.42431640625,0.66,0.1975,0.362,0.4428571428571429
725,-2132.0,5.09395518115837,456.753662109375,0.775,0.14,0.398,0.23857142857142874
726,-2125.0,4.340518643103288,314.9496765136719,0.76,0.05,0.447,0.25285714285714284
727,-1122.0,2.8431712362796264,283.8235168457031,0.685,0.1125,0.341,0.5057142857142857
728,-2638.0,3.7608162682000903,301.4253845214844,0.53,0.0175,0.359,0.6214285714285713
729,-3019.0,2.9020081124012256,320.8908386230469,0.535,0.05,0.382,0.6228571428571428
730,-2912.0,3.350674235430883,381.6297607421875,0.565,0.1975,0.345,0.3757142857142858
731,-3644.0,5.140569894612521,486.07568359375,0.69,0.1175,0.363,0.4785714285714287
732,-1429.0,2.503351628346406,306.8380126953125,0.91,0.095,0.404,0.37000000000000005
733,-748.0,2.486393715584979,361.42578125,0.635,0.14,0.251,0.5914285714285716
734,-1493.0,5.91846196818733,367.94061279296875,0.87,0.4825,0.216,0.6200000000000001
735,-1951.0,6.202860246299159,365.27606201171875,0.66,0.075,0.387,0.3000000000000001
736,434.0,8.294907280314094,420.1896057128906,0.665,0.0775,0.281,0.6042857142857143
737,-1837.0,9.634111431976635,310.0108337402344,0.77,0.18,0.341,0.25999999999999995
738,-3378.0,6.183159134020181,362.825927734375,0.745,0.185,0.377,0.24857142857142858
739,-2702.0,7.579934764944483,395.2524719238281,0.58,0.065,0.362,0.45285714285714296
740,-4331.0,9.138131622116946,289.1588439941406,0.895,0.1175,0.369,0.18000000000000024
741,246.0,7.807400589393312,434.675048828125,0.825,0.4875,0.202,0.6128571428571429
742,-2794.0,6.119585385414082,383.866943359375,0.655,0.0675,0.408,0.34714285714285725
743,-299.0,5.765691693684078,395.44573974609375,0.64,0.0975,0.323,0.13714285714285718
744,-49.0,6.191105283094138,455.1697998046875,0.755,0.1475,0.309,0.4814285714285715
745,-2968.0,6.203235112505873,395.5445251464844,0.57,0.1075,0.36,0.35142857142857153
746,742.0,3.973168021233765,517.3602294921875,0.71,0.1125,0.257,0.37000000000000016
747,-596.0,4.786677335701305,403.9708557128906,0.73,0.2075,0.272,0.43571428571428583
748,-1663.0,6.009468026829252,409.0337219238281,0.59,0.0425,0.368,0.4000000000000001
749,-930.0,8.866225619337845,540.8209838867188,0.555,0.0375,0.313,0.5100000000000001
750,-2246.0,3.8879516292254266,371.5901184082031,0.625,0.05,0.404,0.4471428571428572
751,-2682.0,0.35976960374734646,518.8712158203125,0.73,0.07,0.437,0.2657142857142857
752,-516.0,8.984960794264614,298.2562255859375,0.555,0.04,0.384,0.36
753,384.0,4.239731636845265,492.6625671386719,0.71,0.15,0.245,0.6200000000000001
754,476.0,10.838718721941405,392.9474182128906,0.675,0.06,0.287,0.61
755,-734.0,12.357284438351988,488.6026306152344,0.57,0.105,0.318,0.2842857142857143
756,174.0,11.686379799876834,419.32867431640625,0.58,0.0725,0.293,0.6257142857142861
757,-2741.0,7.055411503775498,318.3258972167969,0.615,0.0225,0.424,0.6171428571428572
758,412.0,8.708845199033542,447.3351135253906,0.55,0.04,0.239,0.7299999999999999
759,620.0,13.778414372093332,574.4502563476562,0.715,0.1225,0.224,0.48714285714285716
760,-2310.0,4.2315540278629795,389.1314392089844,0.715,0.02,0.429,0.48857142857142855
761,-1650.0,0.3575039770424025,271.27386474609375,0.86,0.11,0.391,0.38
762,-1706.0,7.982990989948511,425.3578186035156,0.575,0.02,0.386,0.6171428571428572
763,-408.0,5.592558646371929,408.5684509277344,0.63,0.0075,0.481,0.31
764,-3362.0,8.14071825373581,330.4267272949219,0.61,0.215,0.367,0.5028571428571429
765,167.0,9.460090220378854,412.5593566894531,0.655,0.12,0.282,0.27857142857142875
766,-671.0,7.335259256736857,456.8985900878906,0.56,0.0375,0.366,0.3042857142857144
767,-604.0,9.532405406355142,408.0939025878906,0.72,0.36,0.205,0.6285714285714287
768,-2504.0,7.13838140268386,352.1915588378906,0.755,0.19,0.43,0.32714285714285735
769,-311.0,7.681177778293724,347.8549499511719,0.625,0.0725,0.289,0.6385714285714286
770,-594.0,9.67159259800558,443.4170227050781,0.865,0.395,0.196,0.6171428571428571
771,-487.0,14.250286513498784,468.8270568847656,0.595,0.05,0.313,0.42142857142857143
772,-2177.0,17.1680738837505,398.86944580078125,0.885,0.4025,0.214,0.6214285714285716
773,81.0,8.11349887585311,471.8069763183594,0.595,0.0975,0.239,0.5957142857142859
774,624.0,9.205264416651646,580.84326171875,0.635,0.05,0.266,0.3342857142857146
775,-1838.0,12.696413562778616,417.4270324707031,0.65,0.1275,0.376,0.2228571428571429
776,-1065.0,5.578718601557349,395.8288269042969,0.68,0.065,0.403,0.47714285714285715
777,-1803.0,13.589082915752183,540.0318603515625,0.79,0.34,0.195,0.6257142857142858
778,-2251.0,10.588558688798262,425.0196838378906,0.61,0.04,0.329,0.6871428571428572
779,-720.0,10.255192579717654,570.741943359375,0.605,0.0775,0.295,0.5
780,-777.0,16.6208114630946,313.9476318359375,0.75,0.055,0.413,0.6142857142857142
781,-2566.0,10.427940436698918,376.4967346191406,0.675,0.135,0.435,0.34714285714285725
782,-2343.0,15.85931753375293,330.9828796386719,0.58,0.015,0.431,0.6157142857142857
783,-729.0,21.299839126845264,346.3021240234375,0.72,0.0775,0.402,0.22571428571428576
784,-1418.0,14.254542870580346,435.4421691894531,0.6,0.015,0.3,0.6128571428571429
785,-2625.0,19.36846091312405,283.7151184082031,0.54,0.0,0.428,0.6257142857142861
786,-1735.0,25.74739851622248,337.0400695800781,0.74,0.195,0.283,0.49571428571428583
787,-2083.0,22.17508700792132,317.8780517578125,0.68,0.16,0.401,0.45857142857142863
788,-4303.0,24.737864763399298,475.7904357910156,0.625,0.1675,0.418,0.2985714285714286
789,-1509.0,18.606460355182467,372.03900146484375,0.48,0.005,0.502,0.3685714285714286
790,-1237.0,30.142009810214272,385.9967956542969,0.55,0.145,0.357,0.1585714285714286
791,-1451.0,28.96406394868453,378.5314025878906,0.645,0.0725,0.366,0.39142857142857146
792,-2053.0,18.383318348643506,373.0933532714844,0.665,0.0025,0.371,0.3514285714285714
793,-796.0,65.47241906676469,381.2808837890625,0.84,0.375,0.204,0.6185714285714285
794,-2546.0,24.537530364445306,246.16810607910156,0.575,0.0425,0.404,0.62
795,494.0,32.983042822481885,500.7308044433594,0.57,0.0075,0.275,0.5814285714285715
796,-2570.0,22.009376508291876,351.9685974121094,0.595,0.0075,0.471,0.40142857142857163
797,-1945.0,18.67466205630496,326.9229431152344,0.58,0.0925,0.416,0.36428571428571427
798,-618.0,33.26730236458492,410.32855224609375,0.66,0.0525,0.39,0.48000000000000004
799,-385.0,18.962688571315603,419.860107421875,0.82,0.0525,0.501,0.12
800,661.0,24.204860768240906,366.6426696777344,0.72,0.15,0.262,0.3500000000000001
801,748.0,64.07105070857142,378.78582763671875,0.685,0.14,0.278,0.292857142857143
802,-3685.0,31.473817235589063,336.8910217285156,0.76,0.055,0.416,0.26857142857142857
803,-1825.0,30.621869928738306,331.2223815917969,0.65,0.01,0.431,0.6142857142857144
804,-452.0,33.6655066268925,433.4180603027344,0.695,0.285,0.218,0.43428571428571433
805,-3677.0,32.517223977512,323.0086364746094,0.555,0.01,0.495,0.37857142857142856
806,-1529.0,26.278341621310183,410.3437805175781,0.67,0.1275,0.378,0.24285714285714283
807,-622.0,32.94598779871948,393.6812438964844,0.51,0.0375,0.314,0.71
808,-783.0,15.669076008366185,354.24853515625,0.685,0.0625,0.411,0.28714285714285737
809,-817.0,30.741060123097277,448.3494567871094,0.52,0.03,0.394,0.3757142857142857
810,-3423.0,26.14123328700693,432.327392578125,0.785,0.0675,0.389,0.25857142857142856
811,-600.0,24.720249895482215,388.8521728515625,0.56,0.0575,0.397,0.3814285714285714
812,-3041.0,50.93150555496504,366.37109375,0.66,0.0175,0.411,0.5028571428571429
813,-3747.0,28.235199315718223,273.2526550292969,0.55,0.13,0.373,0.37714285714285717
814,-203.0,32.94666173650616,375.3692626953125,0.715,0.185,0.404,0.22571428571428573
815,-346.0,24.470229992521904,275.5997314453125,0.585,0.01,0.383,0.6071428571428571
816,-1759.0,63.480159291700794,510.1062927246094,0.665,0.0725,0.319,0.5371428571428571
817,-239.0,41.73940937680618,303.7511901855469,0.925,0.1225,0.433,0.3828571428571429
818,-1813.0,32.608822004032845,380.810791015625,0.7,0.22,0.378,0.3357142857142858
819,-1852.0,70.73203658262926,304.38128662109375,0.805,0.195,0.331,0.3142857142857144
820,-1871.0,31.508360081780797,289.6310119628906,0.905,0.0675,0.46,0.37142857142857144
821,-1337.0,37.598780109046594,324.8059387207031,0.565,0.035,0.455,0.44285714285714295
822,-562.0,35.11537307463784,415.0599670410156,0.64,0.0625,0.365,0.25142857142857145
823,-1409.0,57.09342949192251,510.1819763183594,0.725,0.1725,0.265,0.5742857142857142
824,-431.0,59.4426780715855,289.6197204589844,0.825,0.095,0.468,0.4957142857142857
825,-2203.0,124.84599687510152,462.4073181152344,0.795,0.18,0.425,0.1357142857142857
826,-1857.0,41.219379871000584,398.4172668457031,0.605,0.0575,0.357,0.5357142857142858
827,-1784.0,54.23299195668577,249.2474822998047,0.615,0.005,0.421,0.49571428571428583
828,-1951.0,44.47507806806867,353.0918884277344,0.78,0.035,0.452,0.2657142857142857
829,-2503.0,44.635461072606894,361.1150817871094,0.545,0.04,0.397,0.4185714285714286
830,-131.0,39.49299589956926,432.583984375,0.755,0.1,0.327,0.13714285714285715
831,-3196.0,36.34422792574748,328.7712707519531,0.695,0.1475,0.418,0.27142857142857146
832,-1390.0,61.49787561280261,333.6864929199219,0.66,0.1675,0.401,0.48571428571428565
833,-2380.0,54.73260724703817,333.4216003417969,0.8,0.1675,0.342,0.16285714285714295
834,-1148.0,61.600041220829425,367.71685791015625,0.575,0.0375,0.347,0.6142857142857142
835,-2421.0,81.28990746766353,434.3949890136719,0.52,0.055,0.358,0.35714285714285715
836,-3377.0,59.693018501466476,375.84344482421875,0.715,0.15,0.409,0.23857142857142863
837,-1339.0,106.90058911052152,244.63995361328125,0.58,0.08,0.378,0.6014285714285714
838,-2387.0,36.93270488273577,291.6908264160156,0.705,0.0375,0.432,0.3200000000000003
839,-985.0,72.91681738993091,352.95361328125,0.53,0.05,0.387,0.35571428571428576
840,-2445.0,94.78624622158726,321.1323547363281,0.79,0.06,0.458,0.24285714285714285
841,-2531.0,58.74657148544169,433.07794189453125,0.535,0.185,0.35,0.46000000000000024
842,-669.0,51.76908548718997,329.1283874511719,0.59,0.0,0.401,0.4600000000000001
843,-830.0,59.981932029500186,315.53363037109375,0.705,0.0675,0.437,0.26857142857142857
844,-1376.0,86.0354362960461,259.1386413574219,0.72,0.065,0.438,0.3171428571428572
845,-793.0,25.945983083664032,506.1336364746094,0.675,0.0275,0.348,0.6171428571428572
846,-434.0,47.214158578387206,258.1904296875,0.505,0.045,0.356,0.6071428571428571
847,-607.0,43.19917639859705,293.99993896484375,0.77,0.265,0.296,0.23428571428571437
848,-2269.0,94.87575370097693,353.79083251953125,0.68,0.155,0.365,0.2657142857142857
849,-1848.0,134.31509289303617,329.7983703613281,0.615,0.1075,0.326,0.5071428571428572
850,-2958.0,93.81032259011019,407.6670227050781,0.68,0.1025,0.354,0.1414285714285714
851,343.0,29.716866908996185,281.9548645019531,0.79,0.135,0.275,0.402857142857143
852,-2057.0,60.92433793851732,363.11602783203125,0.59,0.0275,0.446,0.46142857142857147
853,-3211.0,149.5359951030445,390.1862487792969,0.645,0.14,0.265,0.6042857142857143
854,-1008.0,192.27653676567,276.2086181640625,0.785,0.0775,0.417,0.35714285714285754
855,-503.0,27.546317014451365,399.6382141113281,0.83,0.2225,0.389,0.11285714285714286
856,-1568.0,76.6289413190547,251.3264617919922,0.86,0.1325,0.395,0.49142857142857144
857,-1059.0,117.58514229353698,345.6961364746094,0.9,0.4075,0.196,0.6385714285714286
858,-982.0,121.23492303190558,491.65179443359375,0.615,0.015,0.305,0.7342857142857143
859,-1753.0,100.44205779793499,337.62158203125,0.625,0.07,0.336,0.6228571428571428
860,-1150.0,88.54600984124512,451.3536376953125,0.6,0.0475,0.339,0.4942857142857143
861,-2094.0,128.89677591814598,343.1865234375,0.635,0.0,0.41,0.5057142857142857
862,-414.0,113.08643019121051,552.8783569335938,0.555,0.0625,0.324,0.43428571428571433
863,-354.0,61.79300664457436,388.49224853515625,0.825,0.21,0.362,0.3842857142857143
864,-390.0,96.20697786884661,519.0660400390625,0.675,0.1125,0.254,0.61
865,-3210.0,102.44582428889771,347.79278564453125,0.68,0.135,0.337,0.37000000000000005
866,-3325.0,139.0797854981491,396.54241943359375,0.595,0.1725,0.367,0.3771428571428571
867,576.0,100.77939998923466,518.71923828125,0.85,0.375,0.199,0.6200000000000001
868,-483.0,146.49273046005172,471.23577880859375,0.875,0.5,0.191,0.6128571428571429
869,-577.0,107.3989019521458,358.22943115234375,0.76,0.22,0.337,0.5700000000000001
870,-1254.0,199.42821290310636,458.12841796875,0.75,0.345,0.198,0.6171428571428572
871,-808.0,187.34683834731862,415.8121337890625,0.81,0.0425,0.468,0.25857142857142856
872,-4404.0,108.91115567430461,392.6515197753906,0.715,0.2475,0.375,0.26857142857142857
873,-352.0,90.49929120888088,416.0492248535156,0.87,0.21,0.312,0.48714285714285716
874,-2230.0,101.33867639947233,461.4449462890625,0.675,0.0875,0.406,0.2485714285714286
875,327.0,114.38262943681444,345.97314453125,0.81,0.1175,0.294,0.6085714285714285
876,857.0,209.76478655255855,372.81695556640625,0.85,0.12,0.301,0.49000000000000005
877,-29.0,113.79745426554811,408.9496765136719,0.81,0.4375,0.2,0.5585714285714286
878,-1410.0,192.5437339746451,494.4947509765625,0.785,0.3425,0.211,0.62
879,-100.0,121.69468560552923,375.3981628417969,0.81,0.13,0.292,0.4914285714285715
880,328.0,121.81530087218665,374.3002014160156,0.755,0.33,0.193,0.61
881,-2029.0,88.67931777938325,348.65899658203125,0.645,0.085,0.43,0.2485714285714286
882,-1488.0,146.2244993697815,407.5367431640625,0.855,0.4875,0.211,0.6171428571428572
883,484.0,220.28986108348803,485.1966247558594,0.805,0.3125,0.201,0.61
884,-789.0,127.51288246647944,410.4689636230469,0.595,0.0675,0.368,0.37
885,-614.0,122.3997711607886,440.2745056152344,0.725,0.1575,0.299,0.5985714285714285
886,-183.0,135.9236932371579,313.1263732910156,0.76,0.21,0.309,0.6057142857142858
887,-1876.0,101.44441072364187,396.08026123046875,0.825,0.3925,0.204,0.6185714285714285
888,-691.0,141.8923027390522,368.8771057128906,0.595,0.06,0.273,0.6428571428571429
889,-1323.0,128.90868451878072,411.8994140625,0.705,0.0275,0.44,0.5042857142857142
890,-1953.0,111.96910224022317,372.68389892578125,0.81,0.1475,0.414,0.2571428571428572
891,-2959.0,201.1926757346768,314.82879638671875,0.81,0.2925,0.349,0.2857142857142857
892,-2289.0,34.125592748580985,523.9508056640625,0.835,0.4375,0.193,0.6542857142857142
893,-488.0,127.15214899823332,480.26763916015625,0.82,0.47,0.185,0.6071428571428571
894,-252.0,131.96665470929915,391.5877380371094,0.755,0.075,0.409,0.24571428571428575
895,-640.0,106.8933302058171,561.4954223632812,0.78,0.3675,0.202,0.6128571428571429
896,-972.0,189.80910230672777,375.44390869140625,0.81,0.235,0.318,0.4942857142857143
897,119.0,120.84016758713604,619.8098754882812,0.815,0.355,0.189,0.6142857142857142
898,-415.0,152.00824541328413,477.5848693847656,0.785,0.18,0.318,0.6071428571428571
899,427.0,135.12098000508973,369.1221618652344,0.905,0.305,0.3,0.4814285714285715
900,295.0,93.41156691742852,416.03192138671875,0.86,0.145,0.317,0.4814285714285715
901,-964.0,167.946662997565,517.8369140625,0.825,0.1825,0.412,0.1728571428571429
902,-2057.0,211.3553566099568,514.8527221679688,0.835,0.345,0.311,0.602857142857143
903,261.0,180.64212301364205,416.8945007324219,0.77,0.2325,0.307,0.6085714285714285
904,-978.0,157.06911940570822,381.4971008300781,0.55,0.085,0.304,0.7542857142857143
905,-72.0,201.839751826995,375.0044860839844,0.745,0.0925,0.302,0.6214285714285713
906,-1182.0,169.170320364017,420.0296936035156,0.785,0.2425,0.298,0.6171428571428572
907,-471.0,123.6566721310072,403.5322265625,0.58,0.02,0.337,0.7385714285714285
908,-1620.0,149.98470452452602,416.83514404296875,0.755,0.1625,0.313,0.612857142857143
909,-191.0,157.8453822288237,334.9071044921875,0.835,0.375,0.262,0.4928571428571428
910,294.0,31.841997051720163,454.3251953125,0.865,0.22,0.347,0.48000000000000004
911,-238.0,100.27508439908082,485.2183532714844,0.825,0.215,0.263,0.4942857142857143
912,-246.0,254.50098717577308,337.5703430175781,0.79,0.14,0.301,0.6100000000000001
913,-56.0,188.05419858944984,426.03643798828125,0.845,0.3825,0.197,0.6114285714285713
914,-202.0,269.46963226892484,379.30389404296875,0.79,0.145,0.275,0.4814285714285715
